Date,CCMP Index,INDU Index,TRAN Index,UTIL Index,NYA Index,SPX Index,OEX Index,XAX Index,OMX Index
1/3/11,2691.52,11670.75,5174.93,406.58,8043.97,1271.87,572.23,2217.62,1176.85
2/1/11,2751.19,12040.16,5126.09,413.57,8290.09,1307.59,589.54,2201.28,1146.79
3/1/11,2737.41,12058.02,4956.59,411.57,8315.85,1306.33,587.2,2380.34,1119.16
4/1/11,2789.6,12376.72,5370.47,415.8,8469.34,1332.41,595.02,2396.82,1145.6
5/2/11,2864.08,12807.36,5507.77,428.55,8649.61,1361.22,607.06,2454.96,1163.46
6/1/11,2769.19,12290.14,5283.57,431.52,8281.59,1314.55,584.26,2393.55,1159.47
7/1/11,2816.03,12582.77,5548.42,439.03,8425.48,1339.67,595.25,2358.88,1118.05
